condition,sigma0_um,sigma0_samples,sigma0_pixels,cycle,time_s,corr,fidelity,phaseCoherence,sigma_um,sigmaLocal_um,fwhm_um,width_ratio,fwhm_ratio,drift_um,driftLocal_um,logEnergy,peak_rel,leakage,gain_last,corr_vs_half
preset,10,0.9999999999999998,0.4999999999999999,0,0,1,1,1,10.000001056161343,9.99166837568854,22.567583341910254,1,1,0,3.0304371987881755e-14,0,1,0.000189785245999885,1,1
preset,10,0.9999999999999998,0.4999999999999999,1,6.673175776646975e-10,0.09551798502744703,0.007212351257416081,0.6062857479732402,99.55778424085416,19.73240493518301,232.89483593613224,9.955777372594696,10.319883720275147,130.88780082423682,5.135133520295561,-0.42005008905874713,0.013662040144106956,0.960185881708285,0.6570139097825226,0.09551798502744703
preset,10,0.9999999999999998,0.4999999999999999,2,1.334635155329395e-9,0.10365120411699096,0.01404734536994477,0.9975155287342876,150.45576995602008,20.408752120368003,266.5459933974287,15.045575406546494,11.811011811017718,49.34464548552894,0.5367960064235723,-0.9381275223679655,0.006922035680423643,0.9696102351088328,0.5956646528292441,0.7454474488150246
preset,10,0.9999999999999998,0.4999999999999999,3,2.0019527329940924e-9,0.09790541134554279,0.010406467194036189,0.9441478595028073,164.42103129110492,20.03835059568443,284.11861455421985,16.4421013925593,12.589678312014172,68.33013048860722,0.602733465549449,-1.4083042087137443,0.0057156719549757715,0.9764566454908092,0.6248918486709205,0.9228797498730099
preset,10,0.9999999999999998,0.4999999999999999,4,2.66927031065879e-9,0.09299069665202886,0.011140602518266162,0.9567344998455964,147.46954593612682,19.675831036243093,218.80083839428522,14.746953036096508,9.695359714832657,108.33769806579899,2.6550555566157685,-1.8295629938319242,0.0077144171565067,0.9767637244663243,0.6562202593964465,0.8944655707923296
preset,10,0.9999999999999998,0.4999999999999999,6,4.003905465988185e-9,-0.0006549212066416753,0.0003918885740906262,0.7292402954702358,53.50170848237483,18.42041221766429,42.22008245644753,5.350170283173179,1.8708286933869707,141.80502603526725,12.569147248765823,-2.655620985086857,0.35124141700024175,0.9981709642642639,0.6637593716377659,0.21521536441162342
preset,10,0.9999999999999998,0.4999999999999999,7,4.671223043652883e-9,0.11685785217244507,0.0411371498043402,0.984471342397915,81.02150146015356,21.573826541101123,150.1210842680414,8.102149290297668,6.652067347825035,19.0036648471633,0.726329543463707,-3.061604537807936,0.03175879141831533,0.8811339335563552,0.6663211265041811,0.06738786238862508
preset,10,0.9999999999999998,0.4999999999999999,10,6.673175776646975e-9,0.10526630995301638,0.014363080048926278,0.9807540641348027,147.56406899357998,20.356910015901697,198.35095646937663,14.756405340843509,8.789197915623474,39.4394614194589,2.876156024606295,-4.281104515059701,0.008792721707993268,0.9679149349749324,0.6666026837047861,0.5795134925737466
preset,10,0.9999999999999998,0.4999999999999999,13,8.675128509641068e-9,0.007154050656859939,0.002162525804938268,0.7571150056144063,73.17607105678533,17.694133934092516,103.41765891652821,7.3176063328212395,4.58257569495584,132.1622338054939,15.469047985205467,-5.486798028094725,0.06024510086837113,0.9882701115978938,0.6713171037637662,0.34228667146754554
preset,10,0.9999999999999998,0.4999999999999999,18,1.2011716397964554e-8,0.008442798057350416,0.002138199045931037,0.706165494708734,78.92440446671759,19.200954621014958,100.9253008808064,7.892439613102796,4.47213595499958,136.7820016090665,11.813283302642823,-7.501377799729947,0.06554085838896308,0.9875445443572863,0.6688271558760475,0.905354213021863
preset,10,0.9999999999999998,0.4999999999999999,24,1.601562186395274e-8,0.17905251874457864,0.06016828698457275,0.9843373742077953,92.58644892439172,21.117366564486648,66.75581178124546,9.258643914576991,2.958039891549808,18.004872870519588,4.78142791285873,-9.909673188420278,0.057015456835431605,0.8338663897548579,0.6700561982310658,0.18710429351273103
preset,10,0.9999999999999998,0.4999999999999999,32,2.135416248527032e-8,0.07839749764196698,0.015480779088440831,0.8554066734145005,98.71542654645025,17.74465788192162,80.58239062071398,9.871541612050958,3.570714214271425,111.40292832372049,12.051758201705605,-13.112561520292683,0.042232329031373715,0.9555167040870333,0.6731686796274527,0.3529193303918929
preset,10,0.9999999999999998,0.4999999999999999,42,2.8027338261917293e-8,0.00757708879321327,0.00020152377146103037,0.22827313718905545,120.79971477009248,20.836787625724934,73.9927702033192,12.079970201169491,3.278719262151,116.0738798547561,9.443124512434352,-17.121882153308825,0.032893386099985204,0.9841142248054514,0.6701236905271547,0.3863745184309442
preset,10,0.9999999999999998,0.4999999999999999,56,3.736978434922306e-8,0.03223710514581209,0.01124198416200105,0.8470157746361692,104.68843358896677,19.36524898337182,43.70193722368316,10.468842253218027,1.9364916731037083,93.07089462170218,10.076344391860742,-22.72512528631871,0.1367973082041275,0.9614455324433805,0.670322602673647,0.6011782768801947
preset,10,0.9999999999999998,0.4999999999999999,75,5.004881832485231e-8,0.10028884122430907,0.023536823355333556,0.8821839904270105,113.08918235243199,19.535373801594243,63.83076486422924,11.308917040839097,2.82842712474619,78.03397638128732,1.582218178635211,-30.331740587269188,0.06322506199298693,0.941650733483845,0.6702197510505078,0.6453807947284914
preset,10,0.9999999999999998,0.4999999999999999,100,6.673175776646975e-8,0.025611901946380605,0.002267886371926072,0.5425555947629909,122.38279085549912,20.116577919237386,57.53627391751593,12.23827779299032,2.5495097567963922,71.28718840427851,13.585454890790261,-40.34242677901651,0.05636065417775217,0.970725330230528,0.6698278772051975,0.325610958697498
preset,10,0.9999999999999998,0.4999999999999999,133,8.875323782940476e-8,0.2150801303605373,0.032394284373215405,0.9588869718549068,139.20305451164447,16.68892740860656,84.44016491289506,13.92030398095575,3.7416573867739413,57.35627560789158,8.612944552838918,-53.55813458073599,0.0260482188848212,0.9438632514521035,0.6688183519478845,0.41820403872022605
preset,10,0.9999999999999998,0.4999999999999999,178,1.1878252882431615e-7,0.21321741116436532,0.0396331450342381,0.9675763828111539,137.60373371033106,18.612335074420688,61.803872323710344,13.760371917715815,2.7386127875258306,59.38671239864811,10.760646100732268,-71.56824055460258,0.03782583278156195,0.9086286208936573,0.6702814675693882,0.4567178476944301
preset,10,0.9999999999999998,0.4999999999999999,237,1.5815426590653332e-7,0.019011720929962762,0.0010897539146258676,0.4161775955308875,133.24548452677342,20.635019303485986,90.97283682934462,13.324547045390192,4.031128874149275,82.92489545942689,12.282746982575544,-95.15948774707633,0.027137385900507606,0.9734681947441858,0.6704227308286702,0.4469619328297175
preset,10,0.9999999999999998,0.4999999999999999,316,2.108723545420444e-7,0.06264024358750353,0.009854384342872426,0.8380867485072582,139.01284557944615,20.99021623809007,91.66995688475083,13.901283089744833,4.06201920231798,62.48237362756966,5.468443741229489,-126.75330388252831,0.028068149550182143,0.9584061872736958,0.6710313522073722,0.6144434440734002
preset,10,0.9999999999999998,0.4999999999999999,422,2.8160801777450236e-7,0.32988887560297897,0.04562491925313922,0.9339216400073945,139.04513265175856,17.22762343594679,71.36496464611085,13.90451179663507,3.162277660168379,68.30220389337549,1.429756816689331,-169.08930559735882,0.02943731365234755,0.9250007258773189,0.6709882873354572,0.46423340033297955
preset,10,0.9999999999999998,0.4999999999999999,562,3.7503247864756e-7,0.0639697517201678,0.011006149294612274,0.9260806761403836,141.0075709213345,18.691487526104414,114.51797811161433,14.100755602866151,5.07444578254611,61.1738961646278,13.737647735373386,-224.98743725189436,0.02274593527058642,0.9630445115688011,0.6699514787735884,0.5123012391553401
preset,10,0.9999999999999998,0.4999999999999999,750,5.004881832485231e-7,0.05839049695941359,0.0015549132367738048,0.35399505544734844,143.62215214321537,20.913491748776806,58.632301428350395,14.362213697440046,2.598076211353316,62.161272878012205,4.410791724489904,-299.941479221067,0.02988974791502154,0.9581551056764417,0.6705899384953687,0.5855669068534273
preset,10,0.9999999999999998,0.4999999999999999,1000,6.673175776646975e-7,0.19226325362835575,0.03469940092823828,0.9372233971512022,136.65256473638084,16.71010991494152,82.91859587312052,13.665255030366671,3.674234614174767,84.84696813371072,12.370152367240285,-399.5016663957461,0.04103319634661075,0.9241547050043197,0.6721238034251735,0.4227837152196077
