condition,sigma0_um,sigma0_samples,sigma0_pixels,cycle,time_s,corr,fidelity,phaseCoherence,sigma_um,sigmaLocal_um,fwhm_um,width_ratio,fwhm_ratio,drift_um,driftLocal_um,logEnergy,peak_rel,leakage,gain_last,corr_vs_half
img,20,1.9999999999999996,0.9999999999999998,0,0,1,1,1,19.999999999999833,19.475351826612066,45.13516668382051,1,1,0,4.545655798182263e-14,0,1,0.011422086093091144,1,1
img,20,1.9999999999999996,0.9999999999999998,1,6.673175776646975e-10,0.9994959150076792,0.9986968745805697,0.9998094109054974,20.626736120688218,19.723897242940115,49.18490759365935,1.0313368060344195,1.0897247358851683,0.004265914863463803,0.027576917993795278,-0.3811733139868236,0.9541183237331203,0.010689878597374913,0.6830594955961065,0.9994959150076792
img,20,1.9999999999999996,0.9999999999999998,2,1.334635155329395e-9,0.9992669068522988,0.9984386018993966,0.9997704925437081,20.581633361360904,19.776502947878956,51.708829458264105,1.029081668068054,1.14564392373896,0.01042593591519585,0.02503887777481286,-0.7612144388819395,0.9449643080337911,0.01048161467440456,0.683833286061913,0.999976924305364
img,20,1.9999999999999996,0.9999999999999998,3,2.0019527329940924e-9,0.9992639012453813,0.9983225353089827,0.9997626103604557,20.61343118371886,19.79870732089863,51.708829458264105,1.0306715591859514,1.14564392373896,0.023074045970956917,0.024993650346558188,-1.1410930976955482,0.944949861480152,0.010569426010424765,0.6839443948017601,0.9999983132311503
img,20,1.9999999999999996,0.9999999999999998,4,2.66927031065879e-9,0.9992718388196232,0.9982146467010724,0.999740588239503,20.612198811509657,19.816017025211977,50.4626504404032,1.0306099405754914,1.118033988749895,0.030923004052869144,0.023767331585240234,-1.5209015890139579,0.9453123494692613,0.010652816949065835,0.6839923871505305,0.9999986349224722
img,20,1.9999999999999996,0.9999999999999998,6,4.003905465988185e-9,0.9990598180855013,0.9979705230121533,0.9997038323789162,20.653147918754666,19.846801939761384,55.27906391541368,1.0326573959377419,1.224744871391589,0.047405223549409556,0.016143467449191946,-2.280405189816219,0.935314484433763,0.010666193257072631,0.6840394760477133,0.9999807046939326
img,20,1.9999999999999996,0.9999999999999998,7,4.671223043652883e-9,0.9990743193279779,0.997867793029369,0.9996757172127589,20.687433765733154,19.858894810742566,55.27906391541368,1.0343716882866665,1.224744871391589,0.05719624869523598,0.011029847206207909,-2.6601310769736233,0.9368702108170734,0.010742296685575914,0.6840488901014624,0.9999983704186584
img,20,1.9999999999999996,0.9999999999999998,10,6.673175776646975e-9,0.9989837098821478,0.9975649490432453,0.9995945856324054,20.747131006207358,19.88504169635787,55.27906391541368,1.0373565503103765,1.224744871391589,0.07952857198828955,0.004660667366709478,-3.799246612219143,0.9313686551076095,0.010979204575813029,0.6840689822692821,0.999996044503933
img,20,1.9999999999999996,0.9999999999999998,13,8.675128509641068e-9,0.9989180473599689,0.9972310241421106,0.9994834080129056,20.815429731309294,19.91161114292136,55.27906391541368,1.0407714865654734,1.224744871391589,0.10281562684495256,0.018726197182744098,-4.938304092930756,0.930900120874353,0.01116011695437924,0.6840781704132147,0.9999965719605579
img,20,1.9999999999999996,0.9999999999999998,18,1.2011716397964554e-8,0.9988764190489433,0.9966498065069088,0.9992574051284713,20.892708967742394,19.94423717616158,55.27906391541368,1.0446354483871283,1.224744871391589,0.13802280913558695,0.04092865326325029,-6.836669834209236,0.9284952657469066,0.011617217801049184,0.6840876802129825,0.9999983094022639
