condition,sigma0_um,sigma0_samples,sigma0_pixels,cycle,time_s,corr,fidelity,phaseCoherence,sigma_um,sigmaLocal_um,fwhm_um,width_ratio,fwhm_ratio,drift_um,driftLocal_um,logEnergy,peak_rel,leakage,gain_last,corr_vs_half
C_mla,128,4.031496062992126,2.015748031496063,0,0,1,1,1,127.99999999999943,124.7383395898068,312.3241632197368,1,1,0,3.160965356024871e-13,0,1,0.011037362624016889,1,1
C_mla,128,4.031496062992126,2.015748031496063,1,2.726693434470102e-10,0.5593288261366701,0.3558966422625724,0.8288886291703308,183.6357073468082,152.28144557378795,71.65207711056505,1.4346539636469455,0.22941573387056177,1.4202228011452498,1.3589567083225487,-0.817327013420811,4.278919901415547,0.10441021901229497,0.4416104972210334,0.5593288261366701
C_mla,128,4.031496062992126,2.015748031496063,2,5.453386868940204e-10,0.5047956720956174,0.38222614408429356,0.8847609700467641,232.65755436328655,131.21970313113368,71.65207711056505,1.8176371434631844,0.22941573387056177,3.458873342336247,1.0471732068139388,-1.4493527711160819,5.840981804607893,0.13504262762331387,0.5315139911269819,0.8921601793760582
C_mla,128,4.031496062992126,2.015748031496063,3,8.180080303410306e-10,0.42672761166374706,0.2837919326995987,0.9082985073377646,293.5129516491097,136.27316297261785,71.65207711056505,2.29306993475868,0.22941573387056177,9.400070190993493,2.5463760473549755,-2.0392864843810483,7.169293835051889,0.17551640699274973,0.554364030498217,0.9727245402711401
C_mla,128,4.031496062992126,2.015748031496063,4,1.0906773737880408e-9,0.47667977730733657,0.35648181454996714,0.881758131717694,305.4914462476552,132.07917894695504,71.65207711056505,2.3866519238098167,0.22941573387056177,24.671288994002,2.6815452592883657,-2.607879405086108,6.652736877627259,0.1522659766074762,0.5663217379317936,0.9881345564911631
C_mla,128,4.031496062992126,2.015748031496063,6,1.6360160606820612e-9,0.4856254684728778,0.303420630199487,0.849737817829137,300.1871222580358,133.45891484552698,71.65207711056505,2.345211892640915,0.22941573387056177,20.35104757502846,5.781495592884566,-3.7124439523538286,6.134491380032781,0.17039847450626955,0.5831182678762298,0.9940573042037861
C_mla,128,4.031496062992126,2.015748031496063,7,1.9086854041290715e-9,0.5057364356008078,0.3273830617537217,0.8686745741675681,311.22366718488064,133.33436422674765,71.65207711056505,2.431434899881891,0.22941573387056177,18.72307553695433,6.8572428478508005,-4.25985714772534,5.485590319226656,0.19419407936301103,0.5784441988325514,0.9951925436493284
C_mla,128,4.031496062992126,2.015748031496063,10,2.726693434470102e-9,0.5103885156177221,0.23436110103657207,0.8026680612265858,362.8835704931943,138.7013674658161,71.65207711056505,2.8350278944780936,0.22941573387056177,25.921542597558894,13.731667391846587,-5.902215756300856,4.509134235227068,0.26843201860517707,0.576748003430029,0.9918071425519372
C_mla,128,4.031496062992126,2.015748031496063,13,3.5447014648111325e-9,0.530619775863413,0.21403925142913632,0.7805598423064803,404.7980357344748,143.141864123542,71.65207711056505,3.1624846541755987,0.22941573387056177,36.65673272792415,21.593073164420264,-7.561804235466376,3.511737362735271,0.30390689439722096,0.5754710470748743,0.9866675762072076
C_mla,128,4.031496062992126,2.015748031496063,18,4.9080481820461834e-9,0.4556765463073424,0.17075720550971624,0.7685837844401582,427.79448534410693,160.25245422963064,101.3313392219639,3.3421444167508505,0.3244428422615251,45.681369887742434,34.9295169219382,-10.312511018770767,2.5314163535673373,0.33616260035579815,0.5801009312060742,0.9501968181595979
