noise,cellPx,gapPx,pitch_um,cells,states_per_mm2,G0,s,Ia,dark,seed,t,ber,on_min,on_mean,off_max,false_activation,energy,lyapunov_at_end,fixed_point_residual
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,1,1,0,1.5827269309287915,1.617683144020815,0.0038555862791338075,0,47.91831328789795,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,1,3,0,1.2566447462357635,1.3219037418247161,0.005460468503822206,0,38.30915393692472,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,1,10,0,0.7757254281663462,0.872538351869911,0.0029326853066981204,0,25.212313212813893,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,1,30,0.1111111111111111,0.05224968986117004,0.28560629764735984,0.0013088867211410898,0,8.229509685167924,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,1,100,0.3333333333333333,4.8608919812332226e-30,2.779603161301453e-28,6.355530867421163e-30,0,8.243314630306165e-27,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,1,300,0.3333333333333333,3.4036445975065515e-129,2.0109783279635954e-128,1.9591634948039303e-128,0,9.992232560194982e-127,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,1,1000,0.3333333333333333,0,0,0,0,0,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,1,3000,0.3333333333333333,0,0,0,0,0,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,2,1,0,1.5604071182914707,1.60188527633348,0.002519523528239033,0,63.530262156804795,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,2,3,0,1.2209377874031588,1.2948738128782518,0.0036110584956250188,0,50.11504750881342,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,2,10,0,0.714656543533529,0.8265128475172789,0.0019310997032628572,0,31.887116694515445,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,2,30,0.2222222222222222,0.0039930125262868914,0.21995049458419888,0.0007104851178835737,0,8.43198946563537,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,2,100,0.4444444444444444,1.656399306312636e-30,8.990092372857547e-29,3.285990409743537e-30,0,3.540702087743586e-27,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,2,300,0.4444444444444444,8.303194842928123e-130,6.671406302458905e-129,8.558018312568324e-129,0,4.339796077586856e-127,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,2,1000,0.4444444444444444,0,0,0,0,0,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,2,3000,0.4444444444444444,0,0,0,0,0,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,3,1,0,1.574684093085397,1.6255772505052615,0.0031685454130258492,0,112.17280331395513,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,3,3,0,1.2384220122660003,1.3335040393195905,0.0036085057048401486,0,89.96023861130736,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,3,10,0,0.7444885923042373,0.8889898647821888,0.0019152207420760517,0,59.79146101221369,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,3,30,0.3333333333333333,0.02219649382132901,0.3305270428945556,0.0010739990109953192,0,22.103591717656098,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,3,100,0.7777777777777778,4.258075321729074e-25,8.971875235269379e-24,4.394925949595673e-25,0,6.049402038991246e-22,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,3,300,0.7777777777777778,2.167614445439271e-124,1.3197945605488592e-123,2.101630321031759e-123,0,1.0865167277670537e-121,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,3,1000,0.7777777777777778,0,0,0,0,0,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.8,0.2,0.001,3,3000,0.7777777777777778,0,0,0,0,0,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.9,0.3,0.001,1,1,0,1.5055841051378183,1.5388365366082788,0.0036676632616877295,0,45.58275304567949,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.9,0.3,0.001,1,3,0,1.0567157585104652,1.1159950373820817,0.003723920320739516,0,32.31225712428755,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.9,0.3,0.001,1,10,0.1111111111111111,0.24413582873906378,0.3268639003016195,0.0009761797643753073,0,9.44200545511174,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.9,0.3,0.001,1,30,0.3333333333333333,1.6312097554235656e-15,5.635190797575958e-14,7.638503310123919e-16,0,1.6342850993579615e-12,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.9,0.3,0.001,1,100,0.3333333333333333,1.7132694420838331e-71,3.58832638557301e-70,3.146554599796253e-71,0,1.116707460032515e-68,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.9,0.3,0.001,1,300,0.3333333333333333,3.894253961706225e-231,1.9896263661947981e-230,2.416939062606527e-230,0,1.0936365542481909e-228,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.9,0.3,0.001,1,1000,0.3333333333333333,0,0,0,0,0,NaN,NaN
0,3,3,120,9,69.44444444444444,2.6,-0.9,0.3,0.001,1,3000,0.3333333333333333,0,0,0,0,0,NaN,NaN
