mask,cellPx,pitchPx,cells,G0,s,Ia,seed,t,ber,on_min,on_median,off_max,false_activation,bg_max,lyapunov_at_end
none,3,6,49,2.2,-0.6,0.05,2,10,0.02040816326530612,0.017952019346474907,1.777917949192708,0.03801944441427894,0,1.7799434428015404,NaN
none,3,6,49,2.2,-0.6,0.05,2,30,0.02040816326530612,0.030812157707878922,2.2637343171918394,0.08148492896426264,0,3.642092134071179,NaN
none,3,6,49,2.2,-0.6,0.05,2,100,0.46938775510204084,0.3858225585760234,2.058832296989827,2.4857745655061283,0.9583333333333334,2.830869910105487,NaN
none,3,6,49,2.2,-0.6,0.05,2,300,0.46938775510204084,0.5232517222568395,2.066289875467672,2.578663078168122,0.9583333333333334,2.9268118295148504,NaN
none,3,6,49,2.2,-0.6,0.05,2,1000,0.4897959183673469,0.5746391747982615,2.0018476248268264,2.5417516983557435,1,2.8678603397828155,NaN
none,3,6,49,2.2,-0.6,0.05,2,1500,0.4897959183673469,0.58750897885211,2.0217821192048997,2.5374748502605615,1,2.826775486013041,NaN
none,3,6,49,2.2,-0.6,0.05,3,1,0.061224489795918366,0.07362760158013058,0.6616571253422037,0.019498405736767924,0,0.6554359057817736,NaN
none,3,6,49,2.2,-0.6,0.05,3,3,0.061224489795918366,0.03449306087883141,0.76097519602557,0.02508739283666628,0,0.9072145203307129,NaN
none,3,6,49,2.2,-0.6,0.05,3,10,0.061224489795918366,0.013379806433581748,1.4036853979964092,0.0620264958821667,0,1.9053487067591095,NaN
none,3,6,49,2.2,-0.6,0.05,3,30,0.12244897959183673,0.1473895449337597,2.216862871682325,0.48296824180205555,0.125,3.2196051289405374,NaN
none,3,6,49,2.2,-0.6,0.05,3,100,0.4897959183673469,0.5715020819677578,2.033522168960999,2.4241190369141568,1,3.331451065474831,NaN
none,3,6,49,2.2,-0.6,0.05,3,300,0.4897959183673469,0.6007184566087301,2.127652030203036,2.437372609355875,1,3.0239571793149724,NaN
none,3,6,49,2.2,-0.6,0.05,3,1000,0.4897959183673469,0.556879181343701,2.064467357365872,2.466780486221652,1,3.141172304329384,NaN
none,3,6,49,2.2,-0.6,0.05,3,1500,0.4897959183673469,0.5477741172164684,2.047673087275912,2.444142925842648,1,3.0473010592403544,NaN
