mask,cellPx,pitchPx,cells,G0,s,Ia,seed,t,ber,on_min,on_median,off_max,false_activation,bg_max,lyapunov_at_end
moat,3,6,49,3.8,-0.6,0.05,3,100,0.6530612244897959,0.0006630833869741838,0.02216838502828245,6.001018955569692,0.6666666666666666,0.7839905217038271,NaN
moat,3,6,49,3.8,-0.6,0.05,3,300,0.6530612244897959,0.00062918242221765,0.025085857434232427,6.3381344670737825,0.7083333333333334,0.7594418784125203,NaN
moat,3,6,49,3.8,-0.6,0.05,3,1000,0.6530612244897959,0.0005362573268799449,0.02065147476983684,6.176455542078808,0.7083333333333334,0.7611759979904418,NaN
moat,3,6,49,3.8,-0.6,0.05,3,1500,0.6122448979591837,0.0006377667180135447,0.024748854952563945,6.185886410680005,0.625,0.7307649524072409,NaN
moat,3,6,49,3.8,-0.8,0.3,1,1,0.02040816326530612,0.11109343224971818,1.165575763066413,0.02680022498271855,0,0.8558515787171523,NaN
moat,3,6,49,3.8,-0.8,0.3,1,3,0.1836734693877551,0.002837449145480863,0.5661762255862152,0.03133489433664913,0,0.4825943902102479,NaN
moat,3,6,49,3.8,-0.8,0.3,1,10,0.32653061224489793,0.00010063841184550176,0.02304458886300822,0.07985589426222722,0,0.4150018177962283,NaN
moat,3,6,49,3.8,-0.8,0.3,1,30,0.3469387755102041,0.00008898519531422173,0.0055419174031339676,3.8101852290808296,0.05,0.47951596771872634,NaN
moat,3,6,49,3.8,-0.8,0.3,1,100,0.3673469387755102,0.0000521951636098528,0.0055734250340536634,4.481648010845044,0.1,0.5119276734964501,NaN
moat,3,6,49,3.8,-0.8,0.3,1,300,0.40816326530612246,0.000362166959046756,0.008056391533629739,4.752980171234942,0.2,0.5069900481139985,NaN
moat,3,6,49,3.8,-0.8,0.3,1,1000,0.40816326530612246,0.0002856543837811464,0.009789242828156765,4.8214491111081434,0.2,0.4966127123674195,NaN
moat,3,6,49,3.8,-0.8,0.3,1,1500,0.40816326530612246,0.00026410636930823835,0.010159698180528812,4.854862780540034,0.2,0.5019133150424734,NaN
moat,3,6,49,3.8,-0.8,0.3,2,1,0.061224489795918366,0.10856069356884007,1.5241370114719277,0.026331397686138798,0,0.7488081032718745,NaN
moat,3,6,49,3.8,-0.8,0.3,2,3,0.16326530612244897,0.003329833650584528,1.211367578975714,0.03811393221374684,0,0.5279912539188492,NaN
moat,3,6,49,3.8,-0.8,0.3,2,10,0.22448979591836735,0.000671970099028293,0.8395771097984261,0.16431994936404692,0,0.4515621559113424,NaN
moat,3,6,49,3.8,-0.8,0.3,2,30,0.2857142857142857,0.000634498820460033,0.8210610094902803,3.5285988866818214,0.08333333333333333,0.5069318608279828,NaN
moat,3,6,49,3.8,-0.8,0.3,2,100,0.2857142857142857,0.0006917445912451789,0.8596743326245924,3.928947882735512,0.08333333333333333,0.511031785432589,NaN
moat,3,6,49,3.8,-0.8,0.3,2,300,0.30612244897959184,0.0004891445163608448,0.8368588614795944,4.547472131929082,0.125,0.5087764343282412,NaN
moat,3,6,49,3.8,-0.8,0.3,2,1000,0.32653061224489793,0.00019944664796750923,0.012206375438404325,4.457292301887689,0.125,0.5296281800524731,NaN
moat,3,6,49,3.8,-0.8,0.3,2,1500,0.32653061224489793,0.00019455849757752053,0.012207465350247925,4.455543951581678,0.125,0.5277647158974498,NaN
moat,3,6,49,3.8,-0.8,0.3,3,1,0.061224489795918366,0.09720149632882823,0.8735047897750517,0.025741354776819422,0,0.865291676251235,NaN
moat,3,6,49,3.8,-0.8,0.3,3,3,0.2653061224489796,0.00026128992033053736,0.2544264111078175,0.02315583085522341,0,0.41719708532709954,NaN
moat,3,6,49,3.8,-0.8,0.3,3,10,0.32653061224489793,0.00014454252046403884,0.0025248320613810264,0.0344803952437694,0,0.4329129769085754,NaN
moat,3,6,49,3.8,-0.8,0.3,3,30,0.3469387755102041,0.00016260904812448086,0.002971650041048478,0.43309536039818386,0.041666666666666664,0.42212812190615945,NaN
moat,3,6,49,3.8,-0.8,0.3,3,100,0.3877551020408163,0.00028536570264733934,0.0027450406130412994,4.788738453170536,0.125,0.4633603962230832,NaN
moat,3,6,49,3.8,-0.8,0.3,3,300,0.3877551020408163,0.0002251863206996361,0.00462931790628439,4.85096519000635,0.125,0.4841133722670189,NaN
moat,3,6,49,3.8,-0.8,0.3,3,1000,0.3877551020408163,0.00014966837588726626,0.0031279199753887882,4.814955875455604,0.125,0.4809677960654082,NaN
moat,3,6,49,3.8,-0.8,0.3,3,1500,0.3877551020408163,0.00024373960556499486,0.0035141217437421085,4.787405916112231,0.125,0.4638321133151211,NaN
