noise,cellPx,gapPx,pitch_um,cells,states_per_mm2,G0,s,Ia,dark,seed,t,ber,on_min,on_mean,off_max,false_activation,energy,lyapunov_at_end,fixed_point_residual
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,1,1,0,1.769052135307078,1.7911146950050965,0.0038687393804547033,0,53.22988683397424,0.9084520007165177,2.0060119912520475
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,1,3,0,1.6343243426028293,1.6895261431300452,0.006535034757859769,0,49.22067775954426,0.9084520007165177,2.0060119912520475
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,1,10,0,1.5196762299376743,1.6380494803374634,0.006778313083386319,0,47.63258612570327,0.9084520007165177,2.0060119912520475
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,1,30,0,1.471380988788313,1.608764982647634,0.00625964885295536,0,46.70366340683887,0.9084520007165177,2.0060119912520475
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,1,100,0,1.3855710456546544,1.5801067794681767,0.005708422945661287,0,45.95131305501102,0.9084520007165177,2.0060119912520475
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,1,300,0,1.4252929084019894,1.6118630894947479,0.006515683390251283,0,46.772888353395075,0.9084520007165177,2.0060119912520475
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,1,1000,0,1.448219520276422,1.5909112818212725,0.005646377182233819,0,46.07996132518401,0.9084520007165177,2.0060119912520475
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,1,3000,0,1.5031498808312602,1.6101065738185791,0.006483449533171927,0,46.615415277474575,0.9084520007165177,2.0060119912520475
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,1,10000,0,1.5231986516321532,1.5846125013972658,0.007329699300013577,0,45.93869134612275,0.9084520007165177,2.0060119912520475
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,2,1,0,1.6889507055824846,1.7584490684677578,0.0028947728521241055,0,69.95657809380421,0.9085172761276464,2.0015879860699815
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,2,3,0,1.5304876458193108,1.6590639302914096,0.005690584328055054,0,64.46794128880211,0.9085172761276464,2.0015879860699815
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,2,10,0,1.4205461174750653,1.580794647352857,0.004093635287062605,0,61.27684061300607,0.9085172761276464,2.0015879860699815
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,2,30,0,1.3296338460369053,1.5125314338805627,0.003179045943984579,0,58.590368487723765,0.9085172761276464,2.0015879860699815
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,2,100,0,1.3175243246444852,1.5098288071794048,0.005218763162785633,0,58.44104842864196,0.9085172761276464,2.0015879860699815
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,2,300,0,1.3705901960922182,1.5541004282986635,0.004986904405505922,0,60.06748718001658,0.9085172761276464,2.0015879860699815
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,2,1000,0,1.2809484804409104,1.4980696371011093,0.005700945892484577,0,57.831543548296835,0.9085172761276464,2.0015879860699815
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,2,3000,0,1.3430331177382766,1.504032453675182,0.005108403368472731,0,58.074046847943386,0.9085172761276464,2.0015879860699815
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,2,10000,0,1.326035750901555,1.4880771451681793,0.004556032915677935,0,57.49588231434226,0.9085172761276464,2.0015879860699815
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,3,1,0,1.7051774737045857,1.7915145171283344,0.0038381486131201206,0,123.84560856831713,0.9104859453177735,2.002982942403127
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,3,3,0,1.5508196015019196,1.7099556401987301,0.005711099476359217,0,115.60162783233778,0.9104859453177735,2.002982942403127
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,3,10,0,1.457173640027631,1.658819225484289,0.00405413374250538,0,111.88611839825745,0.9104859453177735,2.002982942403127
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,3,30,0,1.385251547573081,1.6207634018449117,0.0036734160319151685,0,109.13918727153214,0.9104859453177735,2.002982942403127
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,3,100,0,1.3797752235775183,1.6166885391879602,0.0037332292676365434,0,108.69651064240344,0.9104859453177735,2.002982942403127
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,3,300,0,1.4409565259590233,1.6358535321769314,0.005971321183815718,0,109.65800051240576,0.9104859453177735,2.002982942403127
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,3,1000,0,1.3684944307219167,1.6258059451553595,0.005884137452258216,0,108.82628808042764,0.9104859453177735,2.002982942403127
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,3,3000,0,1.3855316906946793,1.61018632709016,0.005957002035390347,0,107.75386063030808,0.9104859453177735,2.002982942403127
0.001,3,3,120,9,69.44444444444444,3,-0.8,0.2,0,3,10000,0,1.3745550998288918,1.5900795578301294,0.006162199251659177,0,106.45799899385744,0.9104859453177735,2.002982942403127
