cellPx,gapPx,pitch_um,cells,states_per_mm2,G0,s,Ia,dark,seed,t,ber,on_min,on_mean,off_max,false_activation,energy,lyapunov_at_end,fixed_point_residual
3,3,120,9,69.44444444444444,6,-0.6,0.05,0.001,3,10,0.2222222222222222,7.443389868343617,7.933955007873107,5.940210267786856,1,608.840843575723,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.6,0.05,0.001,3,30,0.2222222222222222,7.650391150229733,8.09739375685292,9.263875019949557,1,706.0707584140196,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.6,0.05,0.001,3,100,0.2222222222222222,7.6932750190623,8.141152840168191,9.27968678866968,1,708.8754924873436,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.6,0.05,0.001,3,300,0.2222222222222222,7.744763416870141,8.20638311761743,9.253640481641497,1,712.0777406780511,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.6,0.05,0.001,3,1000,0.2222222222222222,7.766661949631135,8.234697739791994,9.242174845317855,1,713.2955769622387,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.6,0.05,0.001,3,3000,0.2222222222222222,7.766854519262931,8.235006081628596,9.241879010978618,1,713.3051379675592,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,1,1,0,2.954286514245167,3.0195350842345867,0.007196760430600246,0,89.44336762421638,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,1,3,0,4.924690748033264,5.111829139151417,0.030184981601896015,0,148.59831968347876,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,1,10,0.2222222222222222,7.250871601979791,7.600462761087305,0.5986499058170786,0.3333333333333333,229.66749902510253,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,1,30,0.6666666666666666,7.428192774092107,7.793873975223838,8.806712746748419,1,501.9712228150199,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,1,100,0.6666666666666666,7.545982658219182,7.908366363083002,8.737006438859266,1,671.6422750644349,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,1,300,0.6666666666666666,7.6196575542606455,7.9982059826219105,8.848402328665863,1,677.9901048719589,NaN,NaN
