mask,kerr,G0,s,T,seed,lyapunov,energy_final_rel,mean_cell_I,max_cell_I,pattern_corr_T_vs_0,pattern_corr_T_vs_half,ber,fill_fraction,input_response,pulse_cell_final_I,energy_trace,thr
moat,0,2.2,-0.6,300,7,-0.411774681657751,7.155696239913038e-107,3.1246929663063134e-107,1.0317232779441709e-105,0.1589847051487336,0.9864816474910381,0.4305555555555556,0,1.5134198625230942e-60,1.3290956310569908e-63,2.522e-2 1.671e-3 1.577e-5 9.629e-8 6.113e-10 3.968e-12 2.615e-14 1.741e-16 1.168e-18 7.875e-21 5.334e-23 3.628e-25 2.478e-27 1.699e-29 1.169e-31 8.077e-34 5.600e-36 3.896e-38 2.719e-40 1.903e-42 1.335e-44 9.393e-47 6.621e-49 4.676e-51 3.308e-53 2.344e-55 1.663e-57 1.181e-59 8.396e-62 5.974e-64 4.254e-66 3.031e-68 2.161e-70 1.542e-72 1.100e-74 7.855e-77 5.610e-79 4.007e-81 2.863e-83 2.046e-85 1.462e-87 1.045e-89 7.475e-92 5.345e-94 3.822e-96 2.734e-98 1.955e-100 1.398e-102 1.000e-104 7.156e-107,0.44999999999999996
moat,0,2.6,-0.6,300,7,-0.3282260409009854,8.495503999492489e-80,3.709647063766327e-80,1.164906850761938e-78,0.1616727938303765,0.9684184205996424,0.4305555555555556,0,1.155404353745352e-49,1.0146838743921644e-52,6.116e-2 2.444e-2 1.170e-2 4.555e-3 1.672e-3 2.332e-4 5.018e-6 8.577e-8 1.542e-9 2.837e-11 5.292e-13 9.961e-15 1.887e-16 3.591e-18 6.860e-20 1.314e-21 2.524e-23 4.858e-25 9.366e-27 1.808e-28 3.496e-30 6.766e-32 1.311e-33 2.541e-35 4.932e-37 9.576e-39 1.860e-40 3.616e-42 7.032e-44 1.368e-45 2.662e-47 5.180e-49 1.009e-50 1.964e-52 3.825e-54 7.450e-56 1.451e-57 2.827e-59 5.509e-61 1.074e-62 2.092e-64 4.077e-66 7.946e-68 1.549e-69 3.019e-71 5.884e-73 1.147e-74 2.236e-76 4.358e-78 8.496e-80,0.44999999999999996
