operator,encoding,ber_max,pitch_um,pitch_px,sigma_um,bits_per_mm2,lifetime_trips,lifetime_s,bits_in_fov,fov_mm2,censored
A_img,presence_phase0_sq,0.05,240.00000000000003,12.0,60.00000000000001,17.361111111111104,4,2.66927031065879e-09,11,0.6400000000000001,False
A_img,presence_phase0_sq,0.05,320.0,16.0,80.0,9.765625,1024,6.833331995286502e-07,6,0.6400000000000001,False
A_img,presence_phase0_sqcal,0.05,40.0,2.0,10.0,625.0,0,0.0,400,0.6400000000000001,False
A_img,presence_phase0_sqcal,0.05,60.00000000000001,3.0,15.000000000000002,277.77777777777766,2,1.334635155329395e-09,177,0.6400000000000001,False
A_img,presence_phase0_sqcal,0.05,80.0,4.0,20.0,156.25,16,1.067708124263516e-08,100,0.6400000000000001,False
A_img,presence_phase0_sqcal,0.05,100.0,5.0,25.0,99.99999999999999,128,8.541664994108128e-08,64,0.6400000000000001,False
A_img,presence_phase0_sqcal,0.05,120.00000000000001,6.0,30.000000000000004,69.44444444444441,512,3.416665997643251e-07,44,0.6400000000000001,False
A_img,presence_phase0_sqcal,0.05,160.0,8.0,40.0,39.0625,1024,6.833331995286502e-07,25,0.6400000000000001,False
A_img,presence_phase0_sqcal,0.05,200.0,10.0,50.0,24.999999999999996,1024,6.833331995286502e-07,16,0.6400000000000001,False
A_img,presence_phase0_sqcal,0.05,240.00000000000003,12.0,60.00000000000001,17.361111111111104,1024,6.833331995286502e-07,11,0.6400000000000001,False
A_img,presence_phase0_sqcal,0.05,320.0,16.0,80.0,9.765625,2048,1.3666663990573005e-06,6,0.6400000000000001,False
A_img,presence_randphase_sqcal,0.05,40.0,2.0,10.0,625.0,0,0.0,400,0.6400000000000001,False
A_img,presence_randphase_sqcal,0.05,60.00000000000001,3.0,15.000000000000002,277.77777777777766,0,0.0,177,0.6400000000000001,False
A_img,presence_randphase_sqcal,0.05,80.0,4.0,20.0,156.25,4,2.66927031065879e-09,100,0.6400000000000001,False
A_img,presence_randphase_sqcal,0.05,100.0,5.0,25.0,99.99999999999999,16,1.067708124263516e-08,64,0.6400000000000001,False
A_img,presence_randphase_sqcal,0.05,120.00000000000001,6.0,30.000000000000004,69.44444444444441,512,3.416665997643251e-07,44,0.6400000000000001,False
A_img,presence_randphase_sqcal,0.05,160.0,8.0,40.0,39.0625,1024,6.833331995286502e-07,25,0.6400000000000001,False
A_img,presence_randphase_sqcal,0.05,200.0,10.0,50.0,24.999999999999996,1024,6.833331995286502e-07,16,0.6400000000000001,False
A_img,presence_randphase_sqcal,0.05,240.00000000000003,12.0,60.00000000000001,17.361111111111104,2048,1.3666663990573005e-06,11,0.6400000000000001,False
A_img,presence_randphase_sqcal,0.05,320.0,16.0,80.0,9.765625,2048,1.3666663990573005e-06,6,0.6400000000000001,False
A_img,phase_0pi,0.05,40.0,2.0,10.0,625.0,0,0.0,400,0.6400000000000001,False
A_img,phase_0pi,0.05,60.00000000000001,3.0,15.000000000000002,277.77777777777766,2,1.334635155329395e-09,177,0.6400000000000001,False
A_img,phase_0pi,0.05,80.0,4.0,20.0,156.25,16,1.067708124263516e-08,100,0.6400000000000001,False
A_img,phase_0pi,0.05,100.0,5.0,25.0,99.99999999999999,64,4.270832497054064e-08,64,0.6400000000000001,False
A_img,phase_0pi,0.05,120.00000000000001,6.0,30.000000000000004,69.44444444444441,512,3.416665997643251e-07,44,0.6400000000000001,False
A_img,phase_0pi,0.05,160.0,8.0,40.0,39.0625,128,8.541664994108128e-08,25,0.6400000000000001,False
A_img,phase_0pi,0.05,200.0,10.0,50.0,24.999999999999996,1024,6.833331995286502e-07,16,0.6400000000000001,False
A_img,phase_0pi,0.05,240.00000000000003,12.0,60.00000000000001,17.361111111111104,2048,1.3666663990573005e-06,11,0.6400000000000001,False
A_img,phase_0pi,0.05,320.0,16.0,80.0,9.765625,512,3.416665997643251e-07,6,0.6400000000000001,False
A_img,dual_rail,0.05,40.0,2.0,10.0,312.5,0,0.0,200,0.6400000000000001,False
A_img,dual_rail,0.05,60.00000000000001,3.0,15.000000000000002,138.88888888888883,0,0.0,88,0.6400000000000001,False
A_img,dual_rail,0.05,80.0,4.0,20.0,78.125,2,1.334635155329395e-09,50,0.6400000000000001,False
A_img,dual_rail,0.05,100.0,5.0,25.0,49.99999999999999,16,1.067708124263516e-08,32,0.6400000000000001,False
A_img,dual_rail,0.05,120.00000000000001,6.0,30.000000000000004,34.72222222222221,512,3.416665997643251e-07,22,0.6400000000000001,False
A_img,dual_rail,0.05,160.0,8.0,40.0,19.53125,2,1.334635155329395e-09,12,0.6400000000000001,False
A_img,dual_rail,0.05,200.0,10.0,50.0,12.499999999999998,16,1.067708124263516e-08,8,0.6400000000000001,False
A_img,dual_rail,0.05,240.00000000000003,12.0,60.00000000000001,8.680555555555552,1024,6.833331995286502e-07,5,0.6400000000000001,False
A_img,dual_rail,0.05,320.0,16.0,80.0,4.8828125,512,3.416665997643251e-07,3,0.6400000000000001,False
A_img,dual_rail_sq,0.05,40.0,2.0,10.0,312.5,0,0.0,200,0.6400000000000001,False
A_img,dual_rail_sq,0.05,60.00000000000001,3.0,15.000000000000002,138.88888888888883,0,0.0,88,0.6400000000000001,False
A_img,dual_rail_sq,0.05,80.0,4.0,20.0,78.125,4,2.66927031065879e-09,50,0.6400000000000001,False
A_img,dual_rail_sq,0.05,100.0,5.0,25.0,49.99999999999999,64,4.270832497054064e-08,32,0.6400000000000001,False
A_img,dual_rail_sq,0.05,120.00000000000001,6.0,30.000000000000004,34.72222222222221,512,3.416665997643251e-07,22,0.6400000000000001,False
A_img,dual_rail_sq,0.05,160.0,8.0,40.0,19.53125,4,2.66927031065879e-09,12,0.6400000000000001,False
A_img,dual_rail_sq,0.05,200.0,10.0,50.0,12.499999999999998,64,4.270832497054064e-08,8,0.6400000000000001,False
A_img,dual_rail_sq,0.05,240.00000000000003,12.0,60.00000000000001,8.680555555555552,1024,6.833331995286502e-07,5,0.6400000000000001,False
A_img,dual_rail_sq,0.05,320.0,16.0,80.0,4.8828125,1024,6.833331995286502e-07,3,0.6400000000000001,False
A_img,differential_sq,0.05,40.0,2.0,10.0,312.5,0,0.0,200,0.6400000000000001,False
A_img,differential_sq,0.05,60.00000000000001,3.0,15.000000000000002,138.88888888888883,0,0.0,88,0.6400000000000001,False
A_img,differential_sq,0.05,80.0,4.0,20.0,78.125,0,0.0,50,0.6400000000000001,False
A_img,differential_sq,0.05,100.0,5.0,25.0,49.99999999999999,0,0.0,32,0.6400000000000001,False
A_img,differential_sq,0.05,120.00000000000001,6.0,30.000000000000004,34.72222222222221,256,1.7083329988216256e-07,22,0.6400000000000001,False
A_img,differential_sq,0.05,160.0,8.0,40.0,19.53125,0,0.0,12,0.6400000000000001,False
A_img,differential_sq,0.05,200.0,10.0,50.0,12.499999999999998,0,0.0,8,0.6400000000000001,False
A_img,differential_sq,0.05,240.00000000000003,12.0,60.00000000000001,8.680555555555552,4,2.66927031065879e-09,5,0.6400000000000001,False
A_img,differential_sq,0.05,320.0,16.0,80.0,4.8828125,1024,6.833331995286502e-07,3,0.6400000000000001,False
A_img_450_fov200,presence_phase0,0.0,20.0,1.0,6.0,2500.0,0,0.0,400,0.16000000000000003,False
A_img_450_fov200,presence_phase0,0.0,40.0,2.0,10.0,625.0,0,0.0,100,0.16000000000000003,False
A_img_450_fov200,presence_phase0,0.0,60.00000000000001,3.0,15.000000000000002,277.77777777777766,128,8.541777819105465e-08,44,0.16000000000000003,False
A_img_450_fov200,presence_phase0,0.0,80.0,4.0,20.0,156.25,256,1.708355563821093e-07,25,0.16000000000000003,False
A_img_450_fov200,presence_phase0,0.0,100.0,5.0,25.0,99.99999999999999,256,1.708355563821093e-07,16,0.16000000000000003,False
A_img_450_fov200,presence_phase0,0.0,120.00000000000001,6.0,30.000000000000004,69.44444444444441,512,3.416711127642186e-07,11,0.16000000000000003,False
A_img_450_fov200,presence_phase0,0.0,160.0,8.0,40.0,39.0625,512,3.416711127642186e-07,6,0.16000000000000003,False
A_img_450_fov200,presence_phase0,0.0,200.0,10.0,50.0,24.999999999999996,256,1.708355563821093e-07,4,0.16000000000000003,False
A_img_450_fov200,presence_phase0_sq,0.0,20.0,1.0,6.0,2500.0,0,0.0,400,0.16000000000000003,False
A_img_450_fov200,presence_phase0_sq,0.0,40.0,2.0,10.0,625.0,8,5.338611136940916e-09,100,0.16000000000000003,False
